\f0\fs24 \cf0 Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-\
1,1,2003/10/29,18-303,CLE,@,SAC,L (-14),1,42:00:00,12,20,0.6,0,2,0,1,3,0.333,2,4,6,9,4,0,2,3,25,24.7,-9\
2,2,2003/10/30,18-304,CLE,@,PHO,L (-9),1,41:00:00,8,17,0.471,1,5,0.2,4,7,0.571,2,10,12,8,1,0,7,1,21,14.7,-3\
3,3,2003/11/1,18-306,CLE,@,POR,L (-19),1,39:00:00,3,12,0.25,0,1,0,2,2,1,0,4,4,6,2,0,2,3,8,5,-21\
4,4,2003/11/5,18-310,CLE,,DEN,L (-4),1,41:00:00,3,11,0.273,0,2,0,1,1,1,2,9,11,7,2,3,2,1,7,11.2,-3\
5,5,2003/11/7,18-312,CLE,@,IND,L (-1),1,44:00:00,8,18,0.444,1,2,0.5,6,7,0.857,0,5,5,3,0,0,7,2,23,9,-7\
6,6,2003/11/8,18-313,CLE,,WAS,W (+13),1,45:00:00,8,19,0.421,0,0,,1,4,0.25,5,3,8,9,1,1,2,1,17,15.7,+14\
7,7,2003/11/10,18-315,CLE,,NYK,W (+14),1,34:00:00,7,12,0.583,3,3,1,0,0,,1,4,5,4,1,1,2,0,17,15.8,+20\
8,8,2003/11/12,18-317,CLE,@,MIA,L (-5),1,42:00:00,6,15,0.4,2,5,0.4,4,6,0.667,1,2,3,7,2,1,4,3,18,12.8,-4\
9,9,2003/11/14,18-319,CLE,@,BOS,L (-9),1,35:00:00,3,12,0.25,2,4,0.5,2,4,0.5,1,4,5,3,0,0,4,3,10,0.8,-1\
10,10,2003/11/15,18-320,CLE,,PHI,W (+3),1,47:00:00,10,19,0.526,0,1,0,2,4,0.5,0,5,5,8,1,2,5,2,22,15.6,+8\
11,11,2003/11/18,18-323,CLE,,LAC,W (+8),1,39:00:00,6,16,0.375,0,2,0,2,4,0.5,2,5,7,8,0,1,3,2,14,9.8,+1\
12,12,2003/11/19,18-324,CLE,@,WAS,L (-11),1,40:00:00,10,18,0.556,2,4,0.5,6,8,0.75,2,5,7,8,2,1,4,2,28,25,-5\
13,13,2003/11/21,18-326,CLE,,MIN,L (-14),1,36:00:00,8,19,0.421,0,2,0,3,3,1,2,7,9,2,1,0,1,4,19,12.2,-5\
14,14,2003/11/22,18-327,CLE,@,ATL,L (-9),1,42:00:00,3,16,0.188,0,1,0,9,10,0.9,2,4,6,4,2,1,3,1,15,9.3,-6\
15,15,2003/11/26,18-331,CLE,@,NOH,L (-10),1,39:00:00,5,17,0.294,1,4,0.25,4,4,1,2,6,8,9,0,0,4,1,15,10.2,-13\
16,16,2003/11/28,18-333,CLE,@,DET,L (-4),1,36:00:00,2,8,0.25,0,2,0,2,3,0.667,0,2,2,7,0,0,4,3,6,1.1,-10\
17,17,2003/11/29,18-334,CLE,,MEM,L (-7),1,55:00:00,14,28,0.5,3,6,0.5,2,3,0.667,2,14,16,7,1,1,8,1,33,22.4,-10\
18,18,2003/12/2,18-337,CLE,@,DEN,L (-12),1,32:00:00,6,19,0.316,2,3,0.667,5,7,0.714,3,3,6,5,2,0,2,4,19,12.2,-12\
19,19,2003/12/3,18-338,CLE,@,LAC,L (-10),1,34:00:00,2,13,0.154,0,3,0,0,0,,4,2,6,8,2,0,5,2,4,0.9,+3\
20,20,2003/12/6,18-341,CLE,,ATL,W (+10),1,36:00:00,4,12,0.333,0,2,0,0,0,,1,5,6,5,2,1,3,2,8,5.8,-5\
21,21,2003/12/9,18-344,CLE,,TOR,L (-7),1,37:00:00,7,16,0.438,0,0,,4,4,1,0,5,5,3,1,0,2,2,18,11.4,-2\
22,22,2003/12/11,18-346,CLE,,DET,W (+9),1,43:00:00,8,21,0.381,1,3,0.333,6,8,0.75,1,2,3,9,1,1,4,3,23,14.8,+9\
23,23,2003/12/13,18-348,CLE,,BOS,L (-7),1,45:00:00,10,20,0.5,1,5,0.2,16,18,0.889,1,2,3,4,0,0,2,2,37,27.5,-2\
24,24,2003/12/15,18-350,CLE,@,IND,L (-10),1,44:00:00,10,16,0.625,0,3,0,7,8,0.875,1,3,4,6,3,3,6,1,27,23.9,-12\
25,25,2003/12/17,18-352,CLE,,HOU,L (-4),1,36:00:00,7,19,0.368,2,4,0.5,1,2,0.5,0,1,1,3,0,0,2,2,17,5.7,-9\
26,26,2003/12/19,18-354,CLE,@,PHI,W (+7),1,42:00:00,14,24,0.583,5,7,0.714,3,3,1,1,3,4,5,4,0,4,1,36,29.5,+9\
27,27,2003/12/20,18-355,CLE,@,CHI,W (+8),1,42:00:00,11,22,0.5,0,5,0,10,12,0.833,1,5,6,10,2,2,4,2,32,28,+9\
28,28,2003/12/23,18-358,CLE,,NOH,W (+11),1,39:00:00,7,22,0.318,1,6,0.167,7,8,0.875,2,4,6,2,6,1,5,1,22,14.3,+9\
29,29,2003/12/25,18-360,CLE,@,ORL,L (-12),1,47:00:00,13,28,0.464,4,10,0.4,4,5,0.8,1,1,2,6,2,1,8,0,34,19.1,-9\
30,30,2003/12/26,18-361,CLE,,CHI,L (-7),1,34:00:00,7,24,0.292,1,4,0.25,3,4,0.75,1,2,3,4,1,2,5,0,18,5.1,-12\
31,31,2003/12/28,18-363,CLE,,POR,W (+12),1,39:00:00,15,23,0.652,0,2,0,2,2,1,3,7,10,9,3,0,5,1,32,30,+11\
32,32,2003/12/30,19-000,CLE,,IND,L (-3),1,38:00:00,9,20,0.45,0,4,0,4,6,0.667,2,8,10,4,0,0,4,2,22,12.6,-2\
33,33,2004/1/2,19-003,CLE,@,NJN,L (-15),1,37:00:00,6,19,0.316,0,4,0,2,4,0.5,1,3,4,9,1,0,3,2,14,7.4,-14\
34,34,2004/1/6,19-007,CLE,,NYK,W (+11),1,41:00:00,6,17,0.353,0,2,0,2,2,1,0,4,4,10,1,1,4,1,14,10,+10\
35,35,2004/1/7,19-008,CLE,@,TOR,L (-6),1,38:00:00,10,23,0.435,0,3,0,1,2,0.5,0,2,2,5,0,0,2,3,21,9.4,-2\
36,36,2004/1/9,19-010,CLE,@,BOS,L (-25),1,43:00:00,7,19,0.368,0,3,0,5,7,0.714,0,3,3,6,3,0,5,1,19,10.4,-30\
37,37,2004/1/12,19-013,CLE,@,LAL,L (-10),1,37:00:00,6,20,0.3,0,3,0,4,5,0.8,1,4,5,7,1,1,6,3,16,5.3,+3\
38,38,2004/1/13,19-014,CLE,@,SEA,W (+8),1,44:00:00,11,26,0.423,0,1,0,5,6,0.833,4,5,9,9,2,0,4,2,27,20.6,+11\
39,39,2004/1/15,19-016,CLE,@,GSW,L (-17),1,43:00:00,8,21,0.381,2,5,0.4,11,13,0.846,2,4,6,6,3,0,2,0,29,24.5,-14\
40,40,2004/1/17,19-018,CLE,@,UTA,W (+6),1,45:00:00,12,28,0.429,2,4,0.5,3,5,0.6,1,6,7,2,2,1,4,2,29,15.2,+8\
41,41,2004/1/26,19-027,CLE,,ORL,W (+1),1,30:00:00,7,19,0.368,1,2,0.5,1,2,0.5,0,5,5,3,0,2,3,4,16,5.5,-10\
42,42,2004/1/28,19-029,CLE,,MIA,W (+1),1,44:00:00,10,25,0.4,0,1,0,7,10,0.7,0,5,5,4,2,1,1,1,27,17.9,+2\
43,43,2004/1/30,19-031,CLE,@,MIL,L (-6),1,37:00:00,7,25,0.28,1,6,0.167,5,8,0.625,2,6,8,3,1,0,5,5,20,3.4,+3\
44,44,2004/2/1,19-033,CLE,@,WAS,W (+4),1,43:00:00,14,27,0.519,1,2,0.5,9,11,0.818,3,3,6,4,0,2,6,4,38,23.5,0\
45,45,2004/2/3,19-035,CLE,@,DET,W (+3),1,38:00:00,5,19,0.263,0,1,0,2,2,1,1,3,4,6,2,0,1,2,12,6.7,-1\
46,46,2004/2/4,19-036,CLE,,LAL,L (-5),1,43:00:00,12,26,0.462,4,4,1,4,5,0.8,0,4,4,4,0,0,0,0,32,22.2,-2\
47,47,2004/2/6,19-038,CLE,@,MIN,L (-11),1,44:00:00,6,18,0.333,1,3,0.333,1,4,0.25,1,8,9,5,0,0,3,2,14,5.4,-16\
48,48,2004/2/7,19-039,CLE,,WAS,L (-18),1,34:00:00,6,16,0.375,0,0,,2,2,1,0,0,0,6,4,1,3,2,14,10.3,-24\
49,49,2004/2/9,19-041,CLE,,BOS,W (+8),1,43:00:00,9,25,0.36,1,6,0.167,5,6,0.833,0,6,6,3,2,1,1,3,24,14.1,+19\
50,50,2004/2/11,19-043,CLE,,NJN,L (-20),1,29:00:00,2,13,0.154,0,1,0,5,5,1,1,1,2,5,1,0,5,0,9,1.2,-12\
51,51,2004/2/18,19-050,CLE,,DAL,L (-16),1,34:00:00,6,12,0.5,0,0,,4,4,1,2,2,4,9,0,1,5,2,16,13.2,-15\
52,52,2004/2/20,19-052,CLE,,SAS,W (+2),1,39:00:00,14,23,0.609,0,0,,4,4,1,2,9,11,2,2,1,2,0,32,27.7,+3\
53,53,2004/2/22,19-054,CLE,@,NYK,W (+6),1,44:00:00,7,20,0.35,0,0,,8,12,0.667,1,4,5,3,1,0,1,2,22,12.4,+11\
54,54,2004/2/23,19-055,CLE,,NOH,W (+4),1,36:00:00,7,16,0.438,1,5,0.2,6,6,1,0,4,4,6,2,5,1,3,21,21.3,+4\
55,55,2004/2/25,19-057,CLE,@,HOU,L (-6),1,39:00:00,5,18,0.278,0,2,0,1,3,0.333,2,5,7,5,2,1,2,1,11,6.3,-5\
56,56,2004/2/27,19-059,CLE,@,ORL,W (+5),1,49:00:00,11,19,0.579,1,1,1,7,8,0.875,1,10,11,3,3,1,5,1,30,24.8,+7\
57,57,2004/3/1,19-062,CLE,@,CHI,L (-11),1,41:00:00,7,17,0.412,0,2,0,4,6,0.667,0,3,3,3,4,1,3,2,18,12,-4\
58,58,2004/3/3,19-064,CLE,,ATL,W (+32),1,28:00:00,9,17,0.529,1,2,0.5,5,6,0.833,1,6,7,3,1,1,1,0,24,20.6,+22\
59,59,2004/3/5,19-066,CLE,@,NOH,W (+3),1,37:00:00,7,17,0.412,2,2,1,3,4,0.75,2,4,6,4,2,0,4,5,19,10.9,+1\
60,60,2004/3/6,19-067,CLE,,MIL,W (+9),1,43:00:00,11,24,0.458,0,3,0,2,3,0.667,2,5,7,10,4,1,2,3,24,22.6,+9\
61,61,2004/3/8,19-069,CLE,@,ATL,W (+6),1,45:00:00,11,23,0.478,1,4,0.25,11,13,0.846,2,4,6,7,1,0,2,1,34,27.6,+11\
62,62,2004/3/10,19-071,CLE,@,TOR,W (+14),1,34:00:00,4,13,0.308,0,0,,6,7,0.857,1,2,3,4,1,0,2,2,14,8.4,+16\
63,63,2004/3/14,19-075,CLE,,IND,W (+3),1,44:00:00,12,22,0.545,0,2,0,2,4,0.5,0,3,3,4,3,1,4,3,26,16.8,+5\
64,64,2004/3/16,19-077,CLE,,CHI,W (+24),1,32:00:00,5,16,0.313,2,3,0.667,5,8,0.625,3,2,5,8,0,5,4,1,17,14,+24\
65,65,2004/3/19,19-080,CLE,,UTA,L (-9),1,33:00:00,4,14,0.286,0,2,0,6,10,0.6,0,0,0,7,2,1,2,3,14,8.6,-2\
66,66,2004/3/21,19-082,CLE,,DET,L (-20),1,36:00:00,5,17,0.294,1,4,0.25,4,5,0.8,2,5,7,3,0,2,4,4,15,5.5,-21\
67,67,2004/3/23,19-084,CLE,,PHO,L (-17),1,42:00:00,8,21,0.381,2,5,0.4,7,9,0.778,1,1,2,6,3,1,5,0,25,16.6,-12\
68,68,2004/3/26,19-087,CLE,@,PHI,L (-15),1,33:00:00,5,13,0.385,1,2,0.5,5,9,0.556,2,1,3,7,0,1,5,1,16,9.2,-24\
69,69,2004/3/27,19-088,CLE,,NJN,W (+3),1,43:00:00,15,29,0.517,1,2,0.5,10,10,1,2,4,6,13,3,0,2,1,41,39,+10\
70,70,2004/3/29,19-090,CLE,@,SAS,L (-8),1,32:00:00,9,20,0.45,0,1,0,0,0,,0,2,2,4,0,1,2,0,18,9.7,-14\
71,71,2004/3/30,19-091,CLE,@,DAL,L (-17),1,42:00:00,13,22,0.591,0,2,0,2,4,0.5,1,4,5,6,4,0,3,2,28,23.3,-10\
72,72,2004/4/2,19-094,CLE,@,MIL,L (-18),1,36:00:00,9,19,0.474,0,0,,2,2,1,0,7,7,7,5,0,5,3,20,16.1,-13\
73,73,2004/4/3,19-095,CLE,,GSW,L (-3),1,46:00:00,12,28,0.429,3,5,0.6,7,11,0.636,3,5,8,10,1,1,3,1,34,26.5,-3\
74,74,2004/4/6,19-098,CLE,,TOR,L (-1),1,46:00:00,5,17,0.294,0,0,,11,14,0.786,1,5,6,4,3,0,3,2,21,14.1,+2\
75,75,2004/4/7,19-099,CLE,@,MEM,L (-18),1,36:00:00,4,11,0.364,0,0,,6,7,0.857,0,3,3,5,3,0,2,4,14,11.3,-11\
76,76,2004/4/9,19-101,CLE,@,MIA,L (-15),1,42:00:00,6,14,0.429,1,1,1,11,15,0.733,1,6,7,8,1,0,8,2,24,15.3,-16\
77,77,2004/4/10,19-102,CLE,,MIA,W (+11),1,32:00:00,4,11,0.364,0,2,0,2,5,0.4,1,2,3,11,0,0,2,3,10,8.5,+14\
78,78,2004/4/12,19-104,CLE,,MIL,W (+4),1,45:00:00,9,20,0.45,1,4,0.25,8,11,0.727,1,6,7,9,2,0,1,1,27,24.8,+11\
79,79,2004/4/14,19-106,CLE,@,NYK,W (+10),1,35:00:00,8,17,0.471,0,3,0,1,1,1,0,1,1,5,3,0,5,1,17,9.7,-6}